feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.5758758095019694,0.8918630221607488,-0.726774137833843,-0.04779925038478981,-0.6570352370173239,-1.1132948341146311,-0.8776173568629051,0.9945582357416216,-0.29969605666431426,-0.7617603706826457,-62.95565713710788
0.5354587474096335,1.2666612531984123,-1.7798751082081674,1.2090101989009971,-0.11315849445608397,-0.9710620291077331,1.0641707023410438,-0.5552730880131715,0.7413198169079143,-0.9875229624269947,108.72184653709914
-0.6862791357550845,0.15712791899094083,0.1458364702153839,-1.4326712897396527,-0.6668487169515637,0.17618982250269238,0.5852994365163381,0.1979166673420755,-0.40436199269002276,-0.6074722876203072,-115.54135365768485
0.9252818927168314,0.3959142209580454,0.6763570476749083,0.1686513676101955,1.5741467860324088,-0.11717200497437547,-0.0376871207422379,-0.34590728066682785,0.8957962182359285,-0.8373807896824669,36.41316484125557
-0.5589218472715883,1.073631749859772,1.5655240292343404,0.37721187506452086,0.132969674146876,-1.0265152994110602,-0.0657502610729878,-0.7001208149391732,-1.5231869047837747,1.1950466289248425,130.83946920915596
0.6603430545626816,0.32478159411011454,-0.3950468521695675,0.7475461257864594,-1.0071949875269783,0.47993974114827864,0.3090468350240348,0.16823054118369438,0.48253370982118504,-2.161303886302362,-23.270409421397563
1.5505004928140769,-1.344450511034277,0.9843223984765838,-0.998354040738791,-1.0041407667520679,-0.9186519464841982,-0.21398884422550896,-0.7677975651041284,0.23421473253652075,-0.03468488738678118,-78.34565927442888
-0.8807540896027302,-0.6076463453734726,-0.7352010347632466,1.798725018351312,0.9577916144729056,-0.1373109657888796,1.6562082520572956,0.20760335140062577,-1.0955193888455623,0.30767665340111383,210.86296286369364
1.4069347458917507,-0.9928660010855455,0.9552692372072055,-0.4841184945848177,0.6662696720435232,-1.4452052644122255,-0.038742894989543024,0.5779785236395572,-0.1286594463520559,0.5773635251066616,32.72719951535414
-0.370508098590029,1.80930634973311,0.015618333949603047,-1.405567019178642,-0.8476339286190848,-0.21804589539237385,0.9022771737866472,-0.6520888885930607,-0.7847619081277034,-1.0896330373423884,-72.74382927375159
